G,element_length,p,f_int[0]
77714.13651372786,1,70,2.8000000000000014e+03
77714.13651372786,2,70,1.8990187582825702e+03
77714.13651372786,3,70,9.696103918189518e+02
77714.13651372786,1,70,2.799999999999997e+03
77714.13651372786,2,70,1.8990187582825727e+03
77714.13651372786,3,70,9.69610391818952e+02
77714.13651372786,1,70,2.8000000000000005e+03
77714.13651372786,2,70,1.8990187582825697e+03
77714.13651372786,3,70,9.696103918189553e+02
77714.13651372786,1,70,2.8000000000000014e+03
77714.13651372786,2,70,1.8990187582825702e+03
77714.13651372786,3,70,9.696103918189518e+02
77714.13651372786,1,70,2.799999999999997e+03
77714.13651372786,2,70,1.8990187582825727e+03
77714.13651372786,3,70,9.69610391818952e+02
77714.13651372786,1,70,2.8000000000000005e+03
77714.13651372786,2,70,1.8990187582825697e+03
77714.13651372786,3,70,9.696103918189553e+02
77714.13651372786,1,70,2.8000000000000014e+03
77714.13651372786,2,70,1.8990187582825702e+03
77714.13651372786,3,70,9.696103918189518e+02
77714.13651372786,1,70,2.799999999999997e+03
77714.13651372786,2,70,1.8990187582825727e+03
77714.13651372786,3,70,9.69610391818952e+02
77714.13651372786,1,70,2.8000000000000005e+03
77714.13651372786,2,70,1.8990187582825697e+03
77714.13651372786,3,70,9.696103918189553e+02
77714.13651372786,1,70,2.8000000000000014e+03
77714.13651372786,2,70,1.8990187582825702e+03
77714.13651372786,3,70,9.696103918189518e+02
77714.13651372786,1,70,2.799999999999997e+03
77714.13651372786,2,70,1.8990187582825727e+03
77714.13651372786,3,70,9.69610391818952e+02
146112.82207291038,1,35.0,7.000000000000028e+02
146112.82207291038,2,35.0,4.747546895706433e+02
146112.82207291038,3,35.0,2.4240259795473733e+02
146112.82207291038,1,52.5,1.4000000000000057e+03
146112.82207291038,2,52.5,9.495093791412829e+02
146112.82207291038,3,52.5,4.8480519590947233e+02
146112.82207291038,1,70,2.1000000000000086e+03
146112.82207291038,2,70,1.4242640687119285e+03
146112.82207291038,3,70,7.272077938642144e+02
146112.82207291038,1,70,2.8000000000000014e+03
146112.82207291038,2,70,1.8990187582825733e+03
146112.82207291038,3,70,9.696103918189558e+02
146112.82207291038,1,70,2.799999999999989e+03
146112.82207291038,2,70,1.899018758282574e+03
146112.82207291038,3,70,9.696103918189505e+02
146112.82207291038,1,70,2.800000000000002e+03
146112.82207291038,2,70,1.899018758282575e+03
146112.82207291038,3,70,9.696103918189507e+02
146112.82207291038,1,70,2.800000000000002e+03
146112.82207291038,2,70,1.8990187582825715e+03
146112.82207291038,3,70,9.696103918189559e+02
146112.82207291038,1,70,2.8000000000000027e+03
146112.82207291038,2,70,1.899018758282563e+03
146112.82207291038,3,70,9.696103918189559e+02
146112.82207291038,1,70,2.8000000000000014e+03
146112.82207291038,2,70,1.8990187582825733e+03
146112.82207291038,3,70,9.696103918189558e+02
146112.82207291038,1,70,2.799999999999989e+03
146112.82207291038,2,70,1.899018758282574e+03
146112.82207291038,3,70,9.696103918189505e+02
146112.82207291038,1,70,2.800000000000002e+03
146112.82207291038,2,70,1.899018758282575e+03
146112.82207291038,3,70,9.696103918189507e+02
146112.82207291038,1,70,2.800000000000002e+03
146112.82207291038,2,70,1.8990187582825715e+03
146112.82207291038,3,70,9.696103918189559e+02
146112.82207291038,1,70,2.8000000000000027e+03
146112.82207291038,2,70,1.899018758282563e+03
146112.82207291038,3,70,9.696103918189559e+02
146112.82207291038,1,70,2.8000000000000014e+03
146112.82207291038,2,70,1.8990187582825733e+03
146112.82207291038,3,70,9.696103918189558e+02
146112.82207291038,1,70,2.799999999999989e+03
146112.82207291038,2,70,1.899018758282574e+03
146112.82207291038,3,70,9.696103918189505e+02
146112.82207291038,1,70,2.800000000000002e+03
146112.82207291038,2,70,1.899018758282575e+03
146112.82207291038,3,70,9.696103918189507e+02
146112.82207291038,1,70,2.800000000000002e+03
146112.82207291038,2,70,1.8990187582825715e+03
146112.82207291038,3,70,9.696103918189559e+02
146112.82207291038,1,70,2.8000000000000027e+03
146112.82207291038,2,70,1.899018758282563e+03
146112.82207291038,3,70,9.696103918189559e+02
146112.82207291038,1,70,2.8000000000000014e+03
146112.82207291038,2,70,1.8990187582825733e+03
146112.82207291038,3,70,9.696103918189558e+02
23970.43863756977,1,35.0,6.999999999999914e+02
23970.43863756977,2,35.0,4.7475468957064055e+02
23970.43863756977,3,35.0,2.424025979547333e+02
23970.43863756977,1,52.5,1.399999999999991e+03
23970.43863756977,2,52.5,9.495093791412845e+02
23970.43863756977,3,52.5,4.848051959094757e+02
23970.43863756977,1,70,2.099999999999994e+03
23970.43863756977,2,70,1.4242640687119372e+03
23970.43863756977,3,70,7.272077938642108e+02
23970.43863756977,1,70,2.799999999999997e+03
23970.43863756977,2,70,1.8990187582825558e+03
23970.43863756977,3,70,9.696103918189594e+02
23970.43863756977,1,70,2.799999999999979e+03
23970.43863756977,2,70,1.8990187582825854e+03
23970.43863756977,3,70,9.696103918189494e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825658e+03
23970.43863756977,3,70,9.696103918189407e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825854e+03
23970.43863756977,3,70,9.696103918189601e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825658e+03
23970.43863756977,3,70,9.696103918189494e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825658e+03
23970.43863756977,3,70,9.696103918189601e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825658e+03
23970.43863756977,3,70,9.696103918189494e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825658e+03
23970.43863756977,3,70,9.696103918189601e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825854e+03
23970.43863756977,3,70,9.696103918189601e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825658e+03
23970.43863756977,3,70,9.696103918189494e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825658e+03
23970.43863756977,3,70,9.696103918189601e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825658e+03
23970.43863756977,3,70,9.696103918189494e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825658e+03
23970.43863756977,3,70,9.696103918189601e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825854e+03
23970.43863756977,3,70,9.696103918189601e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825658e+03
23970.43863756977,3,70,9.696103918189494e+02
23970.43863756977,1,70,2.800000000000002e+03
23970.43863756977,2,70,1.8990187582825658e+03
23970.43863756977,3,70,9.696103918189601e+02
112629.14099003086,1,35.0,7.000000000000038e+02
112629.14099003086,2,35.0,4.747546895706453e+02
112629.14099003086,3,35.0,2.4240259795474014e+02
112629.14099003086,1,52.5,1.4000000000000032e+03
112629.14099003086,2,52.5,9.495093791412885e+02
112629.14099003086,3,52.5,4.8480519590947665e+02
112629.14099003086,1,70,2.100000000000003e+03
112629.14099003086,2,70,1.4242640687119335e+03
112629.14099003086,3,70,7.272077938642182e+02
112629.14099003086,1,70,2.800000000000002e+03
112629.14099003086,2,70,1.899018758282575e+03
112629.14099003086,3,70,9.696103918189522e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189507e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189532e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189507e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189532e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189507e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189532e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189507e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189532e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189507e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189532e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189507e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189532e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189507e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189532e+02
112629.14099003086,1,70,2.799999999999998e+03
112629.14099003086,2,70,1.8990187582825722e+03
112629.14099003086,3,70,9.696103918189507e+02
65426.506250613565,1,35.0,7.000000000000011e+02
65426.506250613565,2,35.0,4.747546895706429e+02
65426.506250613565,3,35.0,2.4240259795473884e+02
65426.506250613565,1,52.5,1.4000000000000018e+03
65426.506250613565,2,52.5,9.49509379141284e+02
65426.506250613565,3,52.5,4.848051959094752e+02
65426.506250613565,1,70,2.1000000000000014e+03
65426.506250613565,2,70,1.4242640687119272e+03
65426.506250613565,3,70,7.272077938642166e+02
65426.506250613565,1,70,2.7999999999999995e+03
65426.506250613565,2,70,1.8990187582825713e+03
65426.506250613565,3,70,9.696103918189503e+02
65426.506250613565,1,70,2.800000000000005e+03
65426.506250613565,2,70,1.8990187582825695e+03
65426.506250613565,3,70,9.696103918189593e+02
65426.506250613565,1,70,2.800000000000001e+03
65426.506250613565,2,70,1.8990187582825722e+03
65426.506250613565,3,70,9.696103918189515e+02
65426.506250613565,1,70,2.799999999999996e+03
65426.506250613565,2,70,1.8990187582825752e+03
65426.506250613565,3,70,9.696103918189518e+02
65426.506250613565,1,70,2.800000000000001e+03
65426.506250613565,2,70,1.8990187582825722e+03
65426.506250613565,3,70,9.696103918189552e+02
65426.506250613565,1,70,2.799999999999996e+03
65426.506250613565,2,70,1.8990187582825695e+03
65426.506250613565,3,70,9.696103918189518e+02
65426.506250613565,1,70,2.7999999999999995e+03
65426.506250613565,2,70,1.899018758282572e+03
65426.506250613565,3,70,9.69610391818951e+02
65426.506250613565,1,70,2.800000000000001e+03
65426.506250613565,2,70,1.8990187582825722e+03
65426.506250613565,3,70,9.696103918189552e+02
65426.506250613565,1,70,2.799999999999996e+03
65426.506250613565,2,70,1.8990187582825695e+03
65426.506250613565,3,70,9.696103918189518e+02
65426.506250613565,1,70,2.7999999999999995e+03
65426.506250613565,2,70,1.899018758282572e+03
65426.506250613565,3,70,9.69610391818951e+02
65426.506250613565,1,70,2.800000000000001e+03
65426.506250613565,2,70,1.8990187582825722e+03
65426.506250613565,3,70,9.696103918189552e+02
65426.506250613565,1,70,2.799999999999996e+03
65426.506250613565,2,70,1.8990187582825695e+03
65426.506250613565,3,70,9.696103918189518e+02
65426.506250613565,1,70,2.7999999999999995e+03
65426.506250613565,2,70,1.899018758282572e+03
65426.506250613565,3,70,9.69610391818951e+02
65426.506250613565,1,70,2.800000000000001e+03
65426.506250613565,2,70,1.8990187582825722e+03
65426.506250613565,3,70,9.696103918189552e+02
65426.506250613565,1,70,2.799999999999996e+03
65426.506250613565,2,70,1.8990187582825695e+03
65426.506250613565,3,70,9.696103918189518e+02
65426.506250613565,1,70,2.7999999999999995e+03
65426.506250613565,2,70,1.899018758282572e+03
65426.506250613565,3,70,9.69610391818951e+02
132541.8423831238,1,35.0,7.000000000000033e+02
132541.8423831238,2,35.0,4.7475468957064555e+02
132541.8423831238,3,35.0,2.4240259795474245e+02
132541.8423831238,1,52.5,1.399999999999997e+03
132541.8423831238,2,52.5,9.495093791412882e+02
132541.8423831238,3,52.5,4.8480519590948336e+02
132541.8423831238,1,70,2.100000000000005e+03
132541.8423831238,2,70,1.424264068711928e+03
132541.8423831238,3,70,7.272077938642146e+02
132541.8423831238,1,70,2.80000000000001e+03
132541.8423831238,2,70,1.8990187582825756e+03
132541.8423831238,3,70,9.69610391818957e+02
132541.8423831238,1,70,2.7999999999999945e+03
132541.8423831238,2,70,1.8990187582825733e+03
132541.8423831238,3,70,9.696103918189541e+02
132541.8423831238,1,70,2.7999999999999936e+03
132541.8423831238,2,70,1.8990187582825763e+03
132541.8423831238,3,70,9.696103918189532e+02
132541.8423831238,1,70,2.8000000000000005e+03
