eps11,eps22,epspk11,epspk22,Alpha_k11,Alpha_k22,alpha_k,epspk_out11,epspk_out22,Alpha_k_out11,Alpha_k_out22,alpha_k_out,sigma_out11,sigma_out22,C_out11,C_out12,C_out22,C_out23,C_out44
0.01782758620689655,-0.008142189731125626,0.014861765152665959,-0.007430882576332979,0.014861765152665959,-0.0074308825763329785,0.014861765152665957,0.015365815428999905,-0.007682907714499952,0.015365815428999905,-0.0076829077144999515,0.015365815428999903,625.1982771909329,163.97941489793462,212931.90716054203,202357.5758314937,260241.86729007552,155047.61570196023,52597.12579405763
0.01782758620689655,-0.008537045420021266,0.015365815428999905,-0.007682907714499952,0.015365815428999905,-0.0076829077144999515,0.015365815428999903,0.015611423363208263,-0.0078057116816041315,0.015611423363208263,-0.007805711681604131,0.015611423363208261,465.39419717454075,2.8421709430404007e-13,212931.90716054203,202357.5758314937,270922.54883122945,144366.93416080627,63277.80733521159
0.018637931034482757,-0.008537045420021266,0.015611423363208263,-0.0078057116816041315,0.015611423363208263,-0.007805711681604131,0.015611423363208261,0.01611547363954221,-0.008057736819771105,0.01611547363954221,-0.008057736819771103,0.016115473639542206,637.9424667701521,163.97941489793453,212931.90716054203,202357.5758314937,260351.8629138076,154937.62007822812,52707.12141778973
0.018637931034482757,-0.008931901108916906,0.01611547363954221,-0.008057736819771105,0.01611547363954221,-0.008057736819771103,0.016115473639542206,0.016361081573750567,-0.008180540786875284,0.016361081573750567,-0.008180540786875282,0.016361081573750564,478.13838675375985,2.2737367544323206e-13,212931.90716054203,202357.5758314937,271002.3027276809,144287.18026435486,63357.56123166301
0.019448275862068962,-0.008931901108916906,0.016361081573750567,-0.008180540786875284,0.016361081573750567,-0.008180540786875282,0.016361081573750564,0.016865131850084515,-0.008432565925042258,0.016865131850084515,-0.008432565925042256,0.01686513185008451,650.6866563493711,163.9794148979345,212931.90716054203,202357.5758314937,260460.94403048756,154828.53896154818,52816.202534469696
0.019448275862068962,-0.009326756797812545,0.016865131850084515,-0.008432565925042258,0.016865131850084515,-0.008432565925042256,0.01686513185008451,0.017110739784292874,-0.008555369892146437,0.017110739784292874,-0.008555369892146435,0.01711073978429287,490.882576332979,1.9895196601282805e-13,212931.90716054203,202357.5758314937,271081.2488830965,144208.2341089392,63436.507387078644
0.020258620689655168,-0.009326756797812545,0.017110739784292874,-0.008555369892146437,0.017110739784292874,-0.008555369892146435,0.01711073978429287,0.017614790060626818,-0.008807395030313409,0.017614790060626818,-0.008807395030313407,0.017614790060626814,663.4308459285903,163.97941489793448,212931.90716054203,202357.5758314937,260569.1219977619,154720.3609942738,52924.38050174404
0.020258620689655168,-0.009721612486708185,0.017614790060626818,-0.008807395030313409,0.017614790060626818,-0.008807395030313407,0.017614790060626814,0.017860397994835176,-0.008930198997417588,0.017860397994835176,-0.008930198997417586,0.017860397994835173,503.62676591219815,1.7053025658242404e-13,212931.90716054203,202357.5758314937,271159.39950675296,144130.08348528275,63514.65801073509
0.021068965517241373,-0.009721612486708185,0.017860397994835176,-0.008930198997417588,0.017860397994835176,-0.008930198997417586,0.017860397994835173,0.018364448271169124,-0.009182224135584562,0.018364448271169124,-0.00918222413558456,0.01836444827116912,676.1750355078095,163.97941489793442,212931.90716054203,202357.5758314937,260676.40798597835,154613.07500605736,53031.66648996049
0.021068965517241373,-0.010116468175603825,0.018364448271169124,-0.009182224135584562,0.018364448271169124,-0.00918222413558456,0.01836444827116912,0.018610056205377482,-0.009305028102688741,0.018610056205377482,-0.00930502810268874,0.01861005620537748,516.3709554914172,8.526512829121202e-14,212931.90716054203,202357.5758314937,271236.76656309795,144052.71642893777,63592.02506708008
0.02187931034482758,-0.010116468175603825,0.018610056205377482,-0.009305028102688741,0.018610056205377482,-0.00930502810268874,0.01861005620537748,0.019114106481711426,-0.009557053240855713,0.019114106481711426,-0.009557053240855711,0.019114106481711423,688.9192250870285,163.97941489793436,212931.90716054203,202357.5758314937,260782.81298203173,154506.67001000402,53138.07148601385
0.02187931034482758,-0.010511323864499465,0.019114106481711426,-0.009557053240855713,0.019114106481711426,-0.009557053240855711,0.019114106481711423,0.019359714415919785,-0.009679857207959892,0.01935971441591979,-0.009679857207959892,0.019359714415919785,529.1151450706363,5.684341886080802e-14,212931.90716054203,202357.5758314937,271313.3617778552,143976.12121418054,63668.620281837306
0.022689655172413784,-0.010511323864499465,0.019359714415919785,-0.009679857207959892,0.01935971441591979,-0.009679857207959892,0.019359714415919785,0.019863764692253733,-0.009931882346126866,0.019863764692253736,-0.009931882346126866,0.019863764692253733,701.6634146662478,163.97941489793433,212931.90716054203,202357.5758314937,260888.34779311364,154401.1351989221,53243.60629709577
0.022689655172413784,-0.010906179553395104,0.019863764692253733,-0.009931882346126866,0.019863764692253736,-0.009931882346126866,0.019863764692253733,0.02010937262646209,-0.010054686313231045,0.020109372626462094,-0.010054686313231045,0.02010937262646209,541.8593346498556,0.0,212931.90716054203,202357.5758314937,271389.1966439503,143900.28634808538,63744.45514793246
0.02349999999999999,-0.010906179553395104,0.02010937262646209,-0.010054686313231045,0.020109372626462094,-0.010054686313231045,0.02010937262646209,0.020613422902796035,-0.010306711451398018,0.02061342290279604,-0.01030671145139802,0.02061342290279604,714.4076042454669,163.97941489793425,212931.90716054203,202357.5758314937,260993.02305037263,154296.45994166308,53348.28155435477
0.02349999999999999,-0.011301035242290744,0.020613422902796035,-0.010306711451398018,0.02061342290279604,-0.01030671145139802,0.02061342290279604,0.020859030837004397,-0.010429515418502198,0.0208590308370044,-0.0104295154185022,0.0208590308370044,554.6035242290747,-5.684341886080802e-14,212931.90716054206,202357.57583149368,271464.28242725827,143825.20056477748,63819.54093124038
0.024310344827586195,-0.011301035242290744,0.020859030837004397,-0.010429515418502198,0.0208590308370044,-0.0104295154185022,0.0208590308370044,0.02136308111333834,-0.01068154055666917,0.021363081113338345,-0.010681540556669172,0.021363081113338345,727.151793824686,163.9794148979342,212931.90716054203,202357.5758314937,261096.84921248342,154192.63377955233,53452.107716465536
0.024310344827586195,-0.011695890931186384,0.02136308111333834,-0.01068154055666917,0.021363081113338345,-0.010681540556669172,0.021363081113338345,0.0216086890475467,-0.01080434452377335,0.021608689047546703,-0.010804344523773352,0.021608689047546703,567.3477138082939,-1.1368683772161603e-13,212931.90716054203,202357.5758314937,271538.63017218397,143750.85281985177,63893.88867616608
0.0251206896551724,-0.011695890931186384,0.0216086890475467,-0.01080434452377335,0.021608689047546703,-0.010804344523773352,0.021608689047546703,0.022112739323880647,-0.011056369661940324,0.02211273932388065,-0.011056369661940325,0.02211273932388065,739.8959834039052,163.97941489793416,212931.90716054203,202357.5758314937,261199.83656913054,154089.6464229052,53555.095073112665
0.0251206896551724,-0.012090746620082023,0.022112739323880647,-0.011056369661940324,0.02211273932388065,-0.011056369661940325,0.02211273932388065,0.022358347258089006,-0.011179173629044503,0.02235834725808901,-0.011179173629044505,0.02235834725808901,580.091903387513,-1.4210854715202004e-13,212931.90716054203,202357.5758314937,271612.25070707686,143677.23228495888,63967.50921105897
0.025931034482758606,-0.012090746620082023,0.022358347258089006,-0.011179173629044503,0.02235834725808901,-0.011179173629044505,0.02235834725808901,0.02286239753442295,-0.011431198767211475,0.022862397534422953,-0.011431198767211477,0.022862397534422953,752.6401729831243,163.9794148979341,212931.907160542,202357.5758314937,261301.99524440832,153987.4877476274,53657.25374839045
0.025931034482758606,-0.012485602308977663,0.02286239753442295,-0.011431198767211475,0.022862397534422953,-0.011431198767211477,0.022862397534422953,0.02310800546863131,-0.011554002734315654,0.023108005468631312,-0.011554002734315656,0.023108005468631312,592.8360929667322,-1.9895196601282805e-13,212931.90716054203,202357.5758314937,271685.1546494888,143604.3283425469,64040.41315347095
0.02674137931034481,-0.012485602308977663,0.02310800546863131,-0.011554002734315654,0.023108005468631312,-0.011554002734315656,0.023108005468631312,0.023612055744965256,-0.011806027872482628,0.02361205574496526,-0.01180602787248263,0.02361205574496526,765.3843625623434,163.97941489793405,212931.90716054203,202357.5758314937,261403.33520013775,153886.147791898,53758.59370411986
0.02674137931034481,-0.012880457997873303,0.023612055744965256,-0.011806027872482628,0.02361205574496526,-0.01180602787248263,0.02361205574496526,0.023857663679173614,-0.011928831839586807,0.023857663679173618,-0.011928831839586809,0.023857663679173618,605.5802825459513,-2.5579538487363607e-13,212931.90716054203,202357.5758314937,271757.35241127945,143532.13058075626,64112.610915261605
0.027551724137931017,-0.012880457997873303,0.023857663679173614,-0.011928831839586807,0.023857663679173618,-0.011928831839586809,0.023857663679173618,0.02436171395550756,-0.01218085697775378,0.024361713955507562,-0.012180856977753781,0.024361713955507562,778.1285521415625,163.97941489793405,212931.90716054203,202357.5758314937,261503.86623910553,153785.61675293022,53859.124743087654
0.027551724137931017,-0.013275313686768942,0.02436171395550756,-0.01218085697775378,0.024361713955507562,-0.012180856977753781,0.024361713955507562,0.02460732188971592,-0.01230366094485796,0.02460732188971592,-0.01230366094485796,0.02460732188971592,618.3244721251704,-2.8421709430404007e-13,212931.90716054203,202357.5758314937,271828.8542035719,143460.62878846383,64184.11270755402
0.028362068965517222,-0.013275313686768942,0.02460732188971592,-0.01230366094485796,0.02460732188971592,-0.01230366094485796,0.02460732188971592,0.025111372166049865,-0.012555686083024932,0.025111372166049865,-0.012555686083024932,0.025111372166049865,790.8727417207817,163.97941489793396,212931.907160542,202357.5758314937,261603.59800822433,153685.8849838114,53958.85651220646
0.028362068965517222,-0.013670169375664582,0.025111372166049865,-0.012555686083024932,0.025111372166049865,-0.012555686083024932,0.025111372166049865,0.025356980100258223,-0.012678490050129112,0.025356980100258223,-0.012678490050129112,0.025356980100258223,631.0686617043896,-3.126388037344441e-13,212931.90716054203,202357.5758314937,271899.6700415685,143389.81295046723,64254.92854555064
0.029172413793103428,-0.013670169375664582,0.025356980100258223,-0.012678490050129112,0.025356980100258223,-0.012678490050129112,0.025356980100258223,0.02586103037659217,-0.012930515188296085,0.02586103037659217,-0.012930515188296085,0.02586103037659217,803.6169313000008,163.9794148979339,212931.907160542,202357.5758314937,261702.54000161908,153586.94299041666,54057.79850560122
0.029172413793103428,-0.01406502506456022,0.02586103037659217,-0.012930515188296085,0.02586103037659217,-0.012930515188296085,0.02586103037659217,0.02610663831080053,-0.013053319155400265,0.02610663831080053,-0.013053319155400265,0.02610663831080053,643.8128512836092,3.694822225952521e-13,212931.90716054203,202357.5758314937,271969.80974922644,143319.6732428093,64325.06825320858
0.029982758620689633,-0.014065025064560222,0.02610663831080053,-0.013053319155400265,0.02610663831080053,-0.013053319155400265,0.02610663831080053,0.026610688587134473,-0.013305344293567237,0.026610688587134473,-0.013305344293567237,0.026610688587134473,816.3611208792197,163.97941489793362,212931.90716054192,202357.57583149368,261800.70156364026,153488.78142839554,54155.96006762236
0.029982758620689633,-0.01445988075345586,0.026610688587134473,-0.013305344293567237,0.026610688587134473,-0.013305344293567237,0.026610688587134473,0.026856296521342832,-0.013428148260671416,0.026856296521342832,-0.013428148260671416,0.026856296521342832,656.5570408628284,3.126388037344441e-13,212931.90716054203,202357.5758314937,272039.2829638012,143250.20002823457,64394.54146778328
0.03079310344827584,-0.01445988075345586,0.026856296521342832,-0.013428148260671416,0.026856296521342832,-0.013428148260671416,0.026856296521342832,0.027360346797676776,-0.013680173398838388,0.027360346797676776,-0.01368017339883839,0.027360346797676776,829.10531045844,163.97941489793482,212931.90716054212,202357.5758314937,261898.09189180454,153391.39110023112,54253.35039578669
0.03079310344827584,-0.014854736442351501,0.027360346797676776,-0.013680173398838388,0.027360346797676776,-0.01368017339883839,0.027360346797676776,0.027605954731885138,-0.013802977365942569,0.027605954731885138,-0.01380297736594257,0.027605954731885138,669.3012304420472,-1.1368683772161603e-13,212931.90716054203,202357.5758314937,272108.099140261,143181.38385177474,64463.357644243144
0.03160344827586205,-0.014854736442351501,0.027605954731885138,-0.013802977365942569,0.027605954731885138,-0.01380297736594257,0.027605954731885138,0.028110005008219082,-0.014055002504109541,0.028110005008219082,-0.014055002504109543,0.028110005008219082,841.8495000376586,163.97941489793416,212931.90716054203,202357.5758314937,261994.72003966916,153294.76295236658,54349.97854365129
0.03160344827586205,-0.015249592131247141,0.028110005008219082,-0.014055002504109541,0.028110005008219082,-0.014055002504109543,0.028110005008219082,0.028355612942427447,-0.014177806471213722,0.028355612942427444,-0.014177806471213724,0.028355612942427444,682.0454200212668,1.9895196601282805e-13,212931.907160542,202357.5758314937,272176.26755557663,143113.21543645914,64531.526059558724
0.03241379310344825,-0.015249592131247141,0.028355612942427447,-0.014177806471213722,0.028355612942427444,-0.014177806471213724,0.028355612942427444,0.02885966321876139,-0.014429831609380694,0.028859663218761388,-0.014429831609380696,0.028859663218761388,854.593689616878,163.9794148979343,212931.90716054215,202357.5758314937,262090.5949196363,153198.88807239936,54445.85342361846
0.03241379310344825,-0.015644447820142782,0.02885966321876139,-0.014429831609380694,0.028859663218761388,-0.014429831609380696,0.028859663218761388,0.02910527115296975,-0.014552635576484873,0.029105271152969747,-0.014552635576484875,0.029105271152969747,694.7896096004858,-8.526512829121202e-14,212931.907160542,202357.57583149383,272243.79731289,143045.68567914562,64599.05581687223
0.03322413793103446,-0.015644447820142782,0.02910527115296975,-0.014552635576484873,0.029105271152969747,-0.014552635576484875,0.029105271152969747,0.029609321429303694,-0.014804660714651845,0.02960932142930369,-0.014804660714651847,0.02960932142930369,867.3378791960963,163.9794148979336,212931.90716054215,202357.5758314937,262185.725305694,153103.7576863417,54540.98380967614
0.03322413793103446,-0.01603930350903842,0.029609321429303694,-0.014804660714651845,0.02960932142930369,-0.014804660714651847,0.02960932142930369,0.029854929363512053,-0.014927464681756025,0.02985492936351205,-0.014927464681756026,0.02985492936351205,707.5337991797048,-2.842170943040401e-14,212931.90716054215,202357.57583149374,272310.69734556664,142978.78564646898,64665.955849548816
0.034034482758620664,-0.01603930350903842,0.029854929363512053,-0.014927464681756025,0.02985492936351205,-0.014927464681756026,0.02985492936351205,0.030358979639846004,-0.015179489819923,0.030358979639846,-0.015179489819923002,0.030358979639846,880.0820687753162,163.97941489793425,212931.9071605421,202357.5758314937,262280.1198360922,153009.36315594343,54635.3783400744
0.034034482758620664,-0.01643415919793406,0.030358979639846004,-0.015179489819923,0.030358979639846,-0.015179489819923002,0.030358979639846,0.03060458757405436,-0.01530229378702718,0.030604587574054355,-0.015302293787027181,0.03060458757405436,720.2779887589247,6.252776074688882e-13,212931.90716054215,202357.57583149374,272376.9764211357,142912.5065708999,64732.234925117904
0.03484482758620687,-0.01643415919793406,0.03060458757405436,-0.01530229378702718,0.030604587574054355,-0.015302293787027181,0.03060458757405436,0.031108637850388303,-0.015554318925194151,0.0311086378503883,-0.015554318925194153,0.031108637850388303,892.8262583545362,163.97941489793504,212931.90716054197,202357.5758314937,262373.7870159591,152915.69597607662,54729.045519941246
0.03484482758620687,-0.0168290148868297,0.031108637850388303,-0.015554318925194151,0.0311086378503883,-0.015554318925194153,0.031108637850388303,0.03135424578459666,-0.01567712289229833,0.03135424578459666,-0.015677122892298334,0.03135424578459666,733.0221783381432,2.842170943040401e-14,212931.90716054203,202357.5758314937,272442.64314512,142846.83984691574,64797.90164910213
0.035655172413793075,-0.0168290148868297,0.03135424578459666,-0.01567712289229833,0.03135424578459666,-0.015677122892298334,0.03135424578459666,0.03185829606093061,-0.015929148030465305,0.03185829606093061,-0.015929148030465308,0.03185829606093061,905.5704479337546,163.97941489793428,212931.90716054203,202357.5758314937,262466.7352198529,152822.74777218286,54821.99372383502
0.035655172413793075,-0.017223870575725338,0.03185829606093061,-0.015929148030465305,0.03185829606093061,-0.015929148030465308,0.03185829606093061,0.03210390399513897,-0.016051951997569484,0.03210390399513897,-0.016051951997569487,0.03210390399513897,745.7663679173631,6.821210263296962e-13,212931.90716054203,202357.5758314937,272507.705964761,142781.77702727474,64862.964468743136
0.03646551724137928,-0.017223870575725338,0.03210390399513897,-0.016051951997569484,0.03210390399513897,-0.016051951997569487,0.03210390399513897,0.03260795427147291,-0.016303977135736454,0.03260795427147291,-0.016303977135736458,0.03260795427147291,918.3146375129745,163.97941489793496,212931.90716054197,202357.5758314937,262558.9726942611,152730.51029777463,54914.23119824322
0.03646551724137928,-0.01761872626462098,0.03260795427147291,-0.016303977135736454,0.03260795427147291,-0.016303977135736458,0.03260795427147291,0.03285356220568127,-0.016426781102840637,0.03285356220568127,-0.01642678110284064,0.03285356220568127,758.5105574965817,-8.526512829121202e-14,212931.907160542,202357.5758314937,272572.1731726412,142717.30981939455,64927.4316766233
0.037275862068965486,-0.01761872626462098,0.03285356220568127,-0.016426781102840637,0.03285356220568127,-0.01642678110284064,0.03285356220568127,0.03335761248201522,-0.01667880624100761,0.03335761248201522,-0.016678806241007614,0.03335761248201522,931.0588270921929,163.97941489793413,212931.90716054203,202357.5758314937,262650.5075600366,152638.97543199916,55005.76606401872
0.037275862068965486,-0.018013581953516617,0.03335761248201522,-0.01667880624100761,0.03335761248201522,-0.016678806241007614,0.03335761248201522,0.03360322041622358,-0.01680161020811179,0.03360322041622358,-0.016801610208111793,0.03360322041622358,771.2547470758013,5.684341886080801e-13,212931.90716054197,202357.5758314937,272636.05291020765,142653.4300818281,64991.31141418977
0.03808620689655169,-0.018013581953516617,0.03360322041622358,-0.01680161020811179,0.03360322041622358,-0.016801610208111793,0.03360322041622358,0.03410727069255752,-0.01705363534627876,0.03410727069255752,-0.017053635346278764,0.03410727069255752,943.8030166714127,163.97941489793482,212931.907160542,202357.5758314937,262741.3478147832,152548.13517725252,55096.60631876533
0.03808620689655169,-0.01840843764241226,0.03410727069255752,-0.01705363534627876,0.03410727069255752,-0.017053635346278764,0.03410727069255752,0.03435287862676588,-0.01717643931338294,0.03435287862676588,-0.017176439313382943,0.03435287862676588,783.9989366550199,-1.1368683772161603e-13,212931.90716054197,202357.5758314937,272699.3531711984,142590.12982083735,65054.61167518052
0.0388965517241379,-0.01840843764241226,0.03435287862676588,-0.01717643931338294,0.03435287862676588,-0.017176439313382943,0.03435287862676588,0.034856928903099826,-0.017428464451549913,0.034856928903099826,-0.017428464451549917,0.034856928903099826,956.5472062506312,163.97941489793402,212931.90716054197,202357.5758314937,262831.5013351832,152457.98165685253,55186.759839165345
0.0388965517241379,-0.018803293331307896,0.034856928903099826,-0.017428464451549913,0.034856928903099826,-0.017428464451549917,0.034856928903099826,0.035102536837308185,-0.017551268418654092,0.035102536837308185,-0.017551268418654096,0.035102536837308185,796.7431262342398,4.547473508864641e-13,212931.907160542,202357.5758314937,272762.08180497907,142527.40118705668,65117.340308961175
0.0397068965517241,-0.018803293331307896,0.035102536837308185,-0.017551268418654092,0.035102536837308185,-0.017551268418654096,0.035102536837308185,0.03560658711364213,-0.017803293556821066,0.03560658711364213,-0.01780329355682107,0.03560658711364213,969.291395829851,163.97941489793476,212931.90716054197,202357.5758314937,262920.9758792764,152368.50711275934,55276.23438325852
0.0397068965517241,-0.019198149020203538,0.03560658711364213,-0.017803293556821066,0.03560658711364213,-0.01780329355682107,0.03560658711364213,0.03585219504785049,-0.017926097523925245,0.03585219504785049,-0.01792609752392525,0.03585219504785049,809.487315813458,-2.8421709430404007e-13,212931.907160542,202357.5758314937,272824.2465197863,142465.2364722494,65179.50502376846
0.04051724137931031,-0.019198149020203538,0.03585219504785049,-0.017926097523925245,0.03585219504785049,-0.01792609752392525,0.03585219504785049,0.03635624532418444,-0.01817812266209222,0.03635624532418444,-0.018178122662092223,0.03635624532418444,982.0355854090695,163.97941489793396,212931.907160542,202357.5758314937,263009.7790886828,152279.70390335296,55365.03759266491
0.04051724137931031,-0.019593004709099176,0.03635624532418444,-0.01817812266209222,0.03635624532418444,-0.018178122662092223,0.03635624532418444,0.0366018532583928,-0.0183009266291964,0.0366018532583928,-0.018300926629196402,0.0366018532583928,822.231505392678,3.979039320256561e-13,212931.907160542,202357.5758314937,272885.8548858851,142403.6281061507,65241.11338986719
0.04132758620689651,-0.019593004709099176,0.0366018532583928,-0.0183009266291964,0.0366018532583928,-0.018300926629196402,0.0366018532583928,0.03710590353472674,-0.01855295176736337,0.03710590353472674,-0.018552951767363372,0.03710590353472674,994.7797749882893,163.97941489793465,212931.907160542,202357.5758314937,263097.9184907805,152191.5645012552,55453.17699476267
0.04132758620689651,-0.019987860397994817,0.03710590353472674,-0.01855295176736337,0.03710590353472674,-0.018552951767363372,0.03710590353472674,0.037351511468935096,-0.018675755734467548,0.037351511468935096,-0.01867575573446755,0.037351511468935096,834.9756949718964,-3.410605131648481e-13,212931.90716054203,202357.5758314937,272946.914338643,142342.56865339275,65302.17284262512
0.04213793103448272,-0.019987860397994817,0.037351511468935096,-0.018675755734467548,0.037351511468935096,-0.01867575573446755,0.037351511468935096,0.03785556174526905,-0.018927780872634525,0.03785556174526905,-0.01892778087263453,0.03785556174526905,1007.5239645675078,163.9794148979339,212931.90716054203,202357.5758314937,263185.401500831,152104.08149120474,55540.660004813144
0.04213793103448272,-0.020382716086890455,0.03785556174526905,-0.018927780872634525,0.03785556174526905,-0.01892778087263453,0.03785556174526905,0.03810116967947741,-0.019050584839738705,0.03810116967947741,-0.019050584839738708,0.03810116967947741,847.7198845511164,2.8421709430404007e-13,212931.90716054197,202357.5758314937,273007.43218152155,142282.05081051422,65362.69068550365
0.042948275862068924,-0.020382716086890455,0.03810116967947741,-0.019050584839738705,0.03810116967947741,-0.019050584839738708,0.03810116967947741,0.03860521995581135,-0.019302609977905675,0.03860521995581135,-0.01930260997790568,0.03860521995581135,1020.2681541467275,163.97941489793453,212931.907160542,202357.5758314937,263272.23542406113,152017.2475679746,55627.493928043245
0.042948275862068924,-0.020777571775786097,0.03860521995581135,-0.019302609977905675,0.03860521995581135,-0.01930260997790568,0.03860521995581135,0.03885082789001971,-0.019425413945009854,0.03885082789001971,-0.019425413945009858,0.03885082789001971,860.4640741303347,-3.979039320256561e-13,212931.907160542,202357.5758314937,273067.41558898665,142222.0674030491,65422.67409296878
0.04375862068965513,-0.020777571775786097,0.03885082789001971,-0.019425413945009854,0.03885082789001971,-0.019425413945009858,0.03885082789001971,0.039354878166353656,-0.019677439083176828,0.039354878166353656,-0.01967743908317683,0.039354878166353656,1033.012343725946,163.9794148979338,212931.907160542,202357.5758314937,263358.42745769257,151931.05553434315,55713.68596167471
0.04375862068965513,-0.021172427464681735,0.039354878166353656,-0.019677439083176828,0.039354878166353656,-0.01967743908317683,0.039354878166353656,0.039600486100562014,-0.019800243050281007,0.039600486100562014,-0.01980024305028101,0.039600486100562014,873.2082637095546,2.2737367544323206e-13,212931.90716054197,202357.5758314937,273126.8716093466,142162.61138268915,65482.13011332871
0.044568965517241335,-0.021172427464681735,0.039600486100562014,-0.019800243050281007,0.039600486100562014,-0.01980024305028101,0.039600486100562014,0.040104536376895955,-0.020052268188447978,0.040104536376895955,-0.02005226818844798,0.040104536376895955,1045.7565333051657,163.97941489793448,212931.90716054203,202357.5758314937,263443.98469293554,151845.4982991002,55799.24319691766
0.044568965517241335,-0.021567283153577376,0.040104536376895955,-0.020052268188447978,0.040104536376895955,-0.02005226818844798,0.040104536376895955,0.04035014431110432,-0.02017507215555216,0.04035014431110432,-0.020175072155552164,0.04035014431110432,885.9524532887729,-5.684341886080801e-13,212931.90716054203,202357.57583149368,273185.807167511,142103.67582452475,65541.06567149312
0.04537931034482754,-0.021567283153577376,0.04035014431110432,-0.02017507215555216,0.04035014431110432,-0.020175072155552164,0.04035014431110432,0.04085419458743827,-0.020427097293719134,0.04085419458743827,-0.020427097293719138,0.04085419458743827,1058.5007228843842,163.97941489793368,212931.907160542,202357.5758314937,263528.91411692894,151760.56887510678,55884.17262091109
0.04537931034482754,-0.021962138842473014,0.04085419458743827,-0.020427097293719134,0.04085419458743827,-0.020427097293719138,0.04085419458743827,0.041099802521646626,-0.020549901260823313,0.041099802521646626,-0.020549901260823317,0.041099802521646626,898.6966428679928,1.1368683772161603e-13,212931.907160542,202357.5758314937,273244.2290676808,142045.253924355,65599.48757166287
0.046189655172413746,-0.021962138842473014,0.041099802521646626,-0.020549901260823313,0.041099802521646626,-0.020549901260823317,0.041099802521646626,0.04160385279798057,-0.020801926398990284,0.04160385279798057,-0.020801926398990287,0.04160385279798057,1071.2449124636041,163.97941489793442,212931.907160542,202357.5758314937,263613.2226146459,151676.26037738984,55968.48111862802
0.046189655172413746,-0.022356994531368655,0.04160385279798057,-0.020801926398990284,0.04160385279798057,-0.020801926398990287,0.04160385279798057,0.041849460732188926,-0.020924730366094463,0.041849460732188926,-0.020924730366094466,0.041849460732188926,911.4408324472112,-6.252776074688882e-13,212931.90716054203,202357.5758314937,273302.14399596496,141987.3389960708,65657.4024999471
0.04699999999999995,-0.022356994531368655,0.041849460732188926,-0.020924730366094463,0.041849460732188926,-0.020924730366094466,0.041849460732188926,0.04235351100852287,-0.021176755504261437,0.04235351100852287,-0.02117675550426144,0.04235351100852287,1083.9891020428227,163.97941489793362,212931.907160542,202357.5758314937,263696.9169707516,151592.5660212841,56052.17547473376
0.04699999999999995,-0.022751850220264293,0.04235351100852287,-0.021176755504261437,0.04235351100852287,-0.02117675550426144,0.04235351100852287,0.04259911894273123,-0.021299559471365616,0.04259911894273123,-0.02129955947136562,0.04259911894273123,924.1850220264309,5.684341886080802e-14,212931.907160542,202357.5758314937,273359.5585229342,141929.92446910153,65714.81702691632
0.04781034482758616,-0.022751850220264293,0.04259911894273123,-0.021299559471365616,0.04259911894273123,-0.02129955947136562,0.04259911894273123,0.04310316921906518,-0.02155158460953259,0.04310316921906518,-0.021551584609532593,0.04310316921906518,1096.7332916220423,163.9794148979343,212931.90716054197,202357.5758314937,263780.0038714265,151509.4791206092,56135.26237540865
0.04781034482758616,-0.02314670590915993,0.04310316921906518,-0.02155158460953259,0.04310316921906518,-0.021551584609532593,0.04310316921906518,0.04334877715327354,-0.02167438857663677,0.04334877715327354,-0.021674388576636772,0.04334877715327354,936.929211605651,6.821210263296962e-13,212931.90716054197,202357.5758314937,273416.479106104,141873.0038859317,65771.73761008614
0.04862068965517236,-0.02314670590915993,0.04334877715327354,-0.02167438857663677,0.04334877715327354,-0.021674388576636772,0.04334877715327354,0.04385282742960748,-0.02192641371480374,0.04385282742960748,-0.021926413714803743,0.04385282742960748,1109.4774812012622,163.97941489793493,212931.90716054197,202357.5758314937,263862.4899061437,151426.99308589206,56217.74841012581
0.04862068965517236,-0.023541561598055573,0.04385282742960748,-0.02192641371480374,0.04385282742960748,-0.021926413714803743,0.04385282742960748,0.044098435363815844,-0.022049217681907922,0.044098435363815844,-0.022049217681907925,0.044098435363815844,949.6734011848694,-5.684341886080802e-14,212931.90716054197,202357.5758314937,273472.9120923554,141816.57089968037,65828.1705963375
0.04943103448275857,-0.023541561598055573,0.044098435363815844,-0.022049217681907922,0.044098435363815844,-0.022049217681907925,0.044098435363815844,0.044602485640149785,-0.022301242820074892,0.044602485640149785,-0.022301242820074896,0.044602485640149785,1122.2216707804805,163.9794148979342,212931.90716054203,202357.5758314937,263944.3815694126,151345.10142262315,56299.640073394716
0.04943103448275857,-0.02393641728695121,0.044602485640149785,-0.022301242820074892,0.044602485640149785,-0.022301242820074896,0.044602485640149785,0.04484809357435814,-0.02242404678717907,0.04484809357435814,-0.022424046787179075,0.04484809357435814,962.417590764089,6.252776074688882e-13,212931.90716054203,202357.5758314937,273528.8637202967,141760.61927173904,65884.12222427882
0.05,-0.02393641728695121,0.04484809357435814,-0.02242404678717907,0.04484809357435814,-0.022424046787179075,0.04484809357435814,0.0452020012151884,-0.0226010006075942,0.0452020012151884,-0.022601000607594204,0.0452020012151884,1083.568503458892,115.13448280068928,212931.907160542,202357.5758314937,269156.5001273575,146132.98286467826,61511.758631339624
